"","site_code","project_name","community_type","calendar_year","treatment_year","treatment","block","plot_id","genus_species","relcov","id"
"1","KNZ","pplots","0",2002,0,"N1P0","0","25","dalea candida",0.00636942675159236,"KNZ_pplots_0"
"2","KNZ","pplots","0",2002,0,"N1P0","0","25","dichanthelium oligosanthes",0.0148619957537155,"KNZ_pplots_0"
"3","KNZ","pplots","0",2002,0,"N1P0","0","25","andropogon scoparius",0.201698513800425,"KNZ_pplots_0"
"4","KNZ","pplots","0",2002,0,"N1P0","0","25","carex heliophila",0.00849256900212314,"KNZ_pplots_0"
"5","KNZ","pplots","0",2002,0,"N1P0","0","25","bouteloua curtipendula",0.0212314225053079,"KNZ_pplots_0"
"6","KNZ","pplots","0",2002,0,"N1P0","0","25","koeleria pyramidata",0.00636942675159236,"KNZ_pplots_0"
"7","KNZ","pplots","0",2002,0,"N1P0","0","25","carex meadii",0.0318471337579618,"KNZ_pplots_0"
"8","KNZ","pplots","0",2002,0,"N1P0","0","25","andropogon gerardii",0.424628450106157,"KNZ_pplots_0"
"9","KNZ","pplots","0",2002,0,"N1P0","0","25","senecio plattensis",0.00212314225053079,"KNZ_pplots_0"
"10","KNZ","pplots","0",2002,0,"N1P0","0","25","linum sulcatum",0.00424628450106157,"KNZ_pplots_0"
"11","KNZ","pplots","0",2002,0,"N1P0","0","25","sorghastrum nutans",0.116772823779193,"KNZ_pplots_0"
"12","KNZ","pplots","0",2002,0,"N1P0","0","25","kuhnia eupatorioides",0.00636942675159236,"KNZ_pplots_0"
"13","KNZ","pplots","0",2002,0,"N1P0","0","25","poa pratensis",0.0849256900212314,"KNZ_pplots_0"
"14","KNZ","pplots","0",2002,0,"N1P0","0","25","solidago missouriensis",0.0318471337579618,"KNZ_pplots_0"
"15","KNZ","pplots","0",2002,0,"N1P0","0","25","aster ericoides",0.0276008492569002,"KNZ_pplots_0"
"16","KNZ","pplots","0",2002,0,"N1P0","0","25","physalis pumila",0.00424628450106157,"KNZ_pplots_0"
"17","KNZ","pplots","0",2002,0,"N1P0","0","25","eragrostis spectabilis",0.00424628450106157,"KNZ_pplots_0"
"18","KNZ","pplots","0",2002,0,"N1P0","0","25","amorpha canescens",0.00212314225053079,"KNZ_pplots_0"
"19","KNZ","pplots","0",2002,0,"N1P0","0","27","solidago missouriensis",0.0357941834451902,"KNZ_pplots_0"
"20","KNZ","pplots","0",2002,0,"N1P0","0","27","ambrosia psilostachya",0.00447427293064877,"KNZ_pplots_0"
"21","KNZ","pplots","0",2002,0,"N1P0","0","27","sorghastrum nutans",0.161073825503356,"KNZ_pplots_0"
"22","KNZ","pplots","0",2002,0,"N1P0","0","27","aster ericoides",0.0246085011185682,"KNZ_pplots_0"
"23","KNZ","pplots","0",2002,0,"N1P0","0","27","carex heliophila",0.0178970917225951,"KNZ_pplots_0"
"24","KNZ","pplots","0",2002,0,"N1P0","0","27","andropogon scoparius",0.268456375838926,"KNZ_pplots_0"
"25","KNZ","pplots","0",2002,0,"N1P0","0","27","amorpha canescens",0.00447427293064877,"KNZ_pplots_0"
"26","KNZ","pplots","0",2002,0,"N1P0","0","27","physalis pumila",0.00671140939597315,"KNZ_pplots_0"
"27","KNZ","pplots","0",2002,0,"N1P0","0","27","dichanthelium oligosanthes",0.0447427293064877,"KNZ_pplots_0"
"28","KNZ","pplots","0",2002,0,"N1P0","0","27","sporobolus asper",0.00671140939597315,"KNZ_pplots_0"
"29","KNZ","pplots","0",2002,0,"N1P0","0","27","poa pratensis",0.00894854586129754,"KNZ_pplots_0"
"30","KNZ","pplots","0",2002,0,"N1P0","0","27","asclepias verticillata",0.00671140939597315,"KNZ_pplots_0"
"31","KNZ","pplots","0",2002,0,"N1P0","0","27","koeleria pyramidata",0.00447427293064877,"KNZ_pplots_0"
"32","KNZ","pplots","0",2002,0,"N1P0","0","27","bouteloua curtipendula",0.0111856823266219,"KNZ_pplots_0"
"33","KNZ","pplots","0",2002,0,"N1P0","0","27","linum sulcatum",0.00223713646532438,"KNZ_pplots_0"
"34","KNZ","pplots","0",2002,0,"N1P0","0","27","ruellia humilis",0.00223713646532438,"KNZ_pplots_0"
"35","KNZ","pplots","0",2002,0,"N1P0","0","27","andropogon gerardii",0.369127516778524,"KNZ_pplots_0"
"36","KNZ","pplots","0",2002,0,"N1P0","0","27","carex meadii",0.0201342281879195,"KNZ_pplots_0"
"37","KNZ","pplots","0",2002,0,"N1P0","0","33","amorpha canescens",0.0710900473933649,"KNZ_pplots_0"
"38","KNZ","pplots","0",2002,0,"N1P0","0","33","sisyrinchium campestre",0.00118483412322275,"KNZ_pplots_0"
"39","KNZ","pplots","0",2002,0,"N1P0","0","33","aster ericoides",0.100710900473934,"KNZ_pplots_0"
"40","KNZ","pplots","0",2002,0,"N1P0","0","33","ruellia humilis",0.004739336492891,"KNZ_pplots_0"
"41","KNZ","pplots","0",2002,0,"N1P0","0","33","carex meadii",0.00592417061611374,"KNZ_pplots_0"
"42","KNZ","pplots","0",2002,0,"N1P0","0","33","ambrosia psilostachya",0.0260663507109005,"KNZ_pplots_0"
"43","KNZ","pplots","0",2002,0,"N1P0","0","33","carex heliophila",0.0509478672985782,"KNZ_pplots_0"
"44","KNZ","pplots","0",2002,0,"N1P0","0","33","asclepias verticillata",0.00355450236966825,"KNZ_pplots_0"
"45","KNZ","pplots","0",2002,0,"N1P0","0","33","eragrostis spectabilis",0.0130331753554502,"KNZ_pplots_0"
"46","KNZ","pplots","0",2002,0,"N1P0","0","33","andropogon scoparius",0.313981042654028,"KNZ_pplots_0"
"47","KNZ","pplots","0",2002,0,"N1P0","0","33","sporobolus asper",0.00710900473933649,"KNZ_pplots_0"
"48","KNZ","pplots","0",2002,0,"N1P0","0","33","physalis pumila",0.00710900473933649,"KNZ_pplots_0"
"49","KNZ","pplots","0",2002,0,"N1P0","0","33","antennaria neglecta",0.00829383886255924,"KNZ_pplots_0"
"50","KNZ","pplots","0",2002,0,"N1P0","0","33","bouteloua curtipendula",0.0509478672985782,"KNZ_pplots_0"
"51","KNZ","pplots","0",2002,0,"N1P0","0","33","solidago missouriensis",0.0106635071090047,"KNZ_pplots_0"
"52","KNZ","pplots","0",2002,0,"N1P0","0","33","dichanthelium oligosanthes",0.0213270142180095,"KNZ_pplots_0"
"53","KNZ","pplots","0",2002,0,"N1P0","0","33","poa pratensis",0.0130331753554502,"KNZ_pplots_0"
"54","KNZ","pplots","0",2002,0,"N1P0","0","33","sporobolus heterolepis",0.0177725118483412,"KNZ_pplots_0"
"55","KNZ","pplots","0",2002,0,"N1P0","0","33","andropogon gerardii",0.154028436018957,"KNZ_pplots_0"
"56","KNZ","pplots","0",2002,0,"N1P0","0","33","linum sulcatum",0.0023696682464455,"KNZ_pplots_0"
"57","KNZ","pplots","0",2002,0,"N1P0","0","33","salvia azurea",0.0023696682464455,"KNZ_pplots_0"
"58","KNZ","pplots","0",2002,0,"N1P0","0","33","sorghastrum nutans",0.112559241706161,"KNZ_pplots_0"
"59","KNZ","pplots","0",2002,0,"N1P0","0","33","oxalis stricta",0.00118483412322275,"KNZ_pplots_0"
"60","KNZ","pplots","0",2002,0,"N1P0","0","34","physalis pumila",0.004149377593361,"KNZ_pplots_0"
"61","KNZ","pplots","0",2002,0,"N1P0","0","34","sporobolus asper",0.00276625172890733,"KNZ_pplots_0"
"62","KNZ","pplots","0",2002,0,"N1P0","0","34","triodanis perfoliata",0.00138312586445367,"KNZ_pplots_0"
"63","KNZ","pplots","0",2002,0,"N1P0","0","34","dalea candida",0.00553250345781466,"KNZ_pplots_0"
"64","KNZ","pplots","0",2002,0,"N1P0","0","34","carex heliophila",0.0262793914246196,"KNZ_pplots_0"
"65","KNZ","pplots","0",2002,0,"N1P0","0","34","baptisia australis",0.00691562932226833,"KNZ_pplots_0"
"66","KNZ","pplots","0",2002,0,"N1P0","0","34","amorpha canescens",0.0857538035961272,"KNZ_pplots_0"
"67","KNZ","pplots","0",2002,0,"N1P0","0","34","andropogon gerardii",0.24896265560166,"KNZ_pplots_0"
"68","KNZ","pplots","0",2002,0,"N1P0","0","34","solidago missouriensis",0.00138312586445367,"KNZ_pplots_0"
"69","KNZ","pplots","0",2002,0,"N1P0","0","34","bouteloua curtipendula",0.0304287690179806,"KNZ_pplots_0"
"70","KNZ","pplots","0",2002,0,"N1P0","0","34","sorghastrum nutans",0.186721991701245,"KNZ_pplots_0"
"71","KNZ","pplots","0",2002,0,"N1P0","0","34","ambrosia psilostachya",0.00138312586445367,"KNZ_pplots_0"
"72","KNZ","pplots","0",2002,0,"N1P0","0","34","poa pratensis",0.012448132780083,"KNZ_pplots_0"
"73","KNZ","pplots","0",2002,0,"N1P0","0","34","carex meadii",0.0733056708160443,"KNZ_pplots_0"
"74","KNZ","pplots","0",2002,0,"N1P0","0","34","dichanthelium oligosanthes",0.00276625172890733,"KNZ_pplots_0"
"75","KNZ","pplots","0",2002,0,"N1P0","0","34","aster ericoides",0.0193637621023513,"KNZ_pplots_0"
"76","KNZ","pplots","0",2002,0,"N1P0","0","34","andropogon scoparius",0.29045643153527,"KNZ_pplots_0"
"77","KNZ","pplots","0",2002,0,"N1P0","0","48","carex meadii",0.021558872305141,"KNZ_pplots_0"
"78","KNZ","pplots","0",2002,0,"N1P0","0","48","koeleria pyramidata",0.0033167495854063,"KNZ_pplots_0"
"79","KNZ","pplots","0",2002,0,"N1P0","0","48","aster ericoides",0.0613598673300166,"KNZ_pplots_0"
"80","KNZ","pplots","0",2002,0,"N1P0","0","48","sisyrinchium campestre",0.00165837479270315,"KNZ_pplots_0"
"81","KNZ","pplots","0",2002,0,"N1P0","0","48","linum sulcatum",0.00497512437810945,"KNZ_pplots_0"
"82","KNZ","pplots","0",2002,0,"N1P0","0","48","andropogon gerardii",0.190713101160862,"KNZ_pplots_0"
"83","KNZ","pplots","0",2002,0,"N1P0","0","48","kuhnia eupatorioides",0.0149253731343284,"KNZ_pplots_0"
"84","KNZ","pplots","0",2002,0,"N1P0","0","48","amorpha canescens",0.0796019900497512,"KNZ_pplots_0"
"85","KNZ","pplots","0",2002,0,"N1P0","0","48","carex heliophila",0.00995024875621891,"KNZ_pplots_0"
"86","KNZ","pplots","0",2002,0,"N1P0","0","48","sporobolus asper",0.0182421227197347,"KNZ_pplots_0"
"87","KNZ","pplots","0",2002,0,"N1P0","0","48","asclepias stenophylla",0.0033167495854063,"KNZ_pplots_0"
"88","KNZ","pplots","0",2002,0,"N1P0","0","48","eragrostis spectabilis",0.0033167495854063,"KNZ_pplots_0"
"89","KNZ","pplots","0",2002,0,"N1P0","0","48","asclepias verticillata",0.0066334991708126,"KNZ_pplots_0"
"90","KNZ","pplots","0",2002,0,"N1P0","0","48","dichanthelium oligosanthes",0.0431177446102819,"KNZ_pplots_0"
"91","KNZ","pplots","0",2002,0,"N1P0","0","48","andropogon scoparius",0.33167495854063,"KNZ_pplots_0"
"92","KNZ","pplots","0",2002,0,"N1P0","0","48","sorghastrum nutans",0.132669983416252,"KNZ_pplots_0"
"93","KNZ","pplots","0",2002,0,"N1P0","0","48","bouteloua curtipendula",0.0248756218905473,"KNZ_pplots_0"
"94","KNZ","pplots","0",2002,0,"N1P0","0","48","aster oblongifolius",0.0182421227197347,"KNZ_pplots_0"
"95","KNZ","pplots","0",2002,0,"N1P0","0","48","poa pratensis",0.0298507462686567,"KNZ_pplots_0"
"96","KNZ","pplots","0",2002,0,"N1P0","0","6","sporobolus asper",0.0292397660818713,"KNZ_pplots_0"
"97","KNZ","pplots","0",2002,0,"N1P0","0","6","koeleria pyramidata",0.01364522417154,"KNZ_pplots_0"
"98","KNZ","pplots","0",2002,0,"N1P0","0","6","dichanthelium oligosanthes",0.0487329434697856,"KNZ_pplots_0"
"99","KNZ","pplots","0",2002,0,"N1P0","0","6","solidago missouriensis",0.00389863547758285,"KNZ_pplots_0"
"100","KNZ","pplots","0",2002,0,"N1P0","0","6","poa pratensis",0.0155945419103314,"KNZ_pplots_0"
"101","KNZ","pplots","0",2002,0,"N1P0","0","6","senecio plattensis",0.00389863547758285,"KNZ_pplots_0"
"102","KNZ","pplots","0",2002,0,"N1P0","0","6","ruellia humilis",0.00389863547758285,"KNZ_pplots_0"
"103","KNZ","pplots","0",2002,0,"N1P0","0","6","sisyrinchium campestre",0.00194931773879142,"KNZ_pplots_0"
"104","KNZ","pplots","0",2002,0,"N1P0","0","6","dalea candida",0.0116959064327485,"KNZ_pplots_0"
"105","KNZ","pplots","0",2002,0,"N1P0","0","6","carex meadii",0.00779727095516569,"KNZ_pplots_0"
"106","KNZ","pplots","0",2002,0,"N1P0","0","6","aster ericoides",0.0545808966861598,"KNZ_pplots_0"
"107","KNZ","pplots","0",2002,0,"N1P0","0","6","andropogon gerardii",0.204678362573099,"KNZ_pplots_0"
"108","KNZ","pplots","0",2002,0,"N1P0","0","6","kuhnia eupatorioides",0.00974658869395711,"KNZ_pplots_0"
"109","KNZ","pplots","0",2002,0,"N1P0","0","6","draba reptans",0.00194931773879142,"KNZ_pplots_0"
"110","KNZ","pplots","0",2002,0,"N1P0","0","6","linum sulcatum",0.00974658869395711,"KNZ_pplots_0"
"111","KNZ","pplots","0",2002,0,"N1P0","0","6","bouteloua curtipendula",0.0409356725146199,"KNZ_pplots_0"
"112","KNZ","pplots","0",2002,0,"N1P0","0","6","carex heliophila",0.0350877192982456,"KNZ_pplots_0"
"113","KNZ","pplots","0",2002,0,"N1P0","0","6","ambrosia psilostachya",0.00389863547758285,"KNZ_pplots_0"
"114","KNZ","pplots","0",2002,0,"N1P0","0","6","asclepias verticillata",0.00389863547758285,"KNZ_pplots_0"
"115","KNZ","pplots","0",2002,0,"N1P0","0","6","sorghastrum nutans",0.050682261208577,"KNZ_pplots_0"
"116","KNZ","pplots","0",2002,0,"N1P0","0","6","andropogon scoparius",0.43859649122807,"KNZ_pplots_0"
"117","KNZ","pplots","0",2002,0,"N1P0","0","6","ratibida columnifera",0.00389863547758285,"KNZ_pplots_0"
"118","KNZ","pplots","0",2002,0,"N1P0","0","6","triodanis perfoliata",0.00194931773879142,"KNZ_pplots_0"
"119","KNZ","pplots","0",2002,0,"N1P1","0","20","carex meadii",0.0678210678210678,"KNZ_pplots_0"
"120","KNZ","pplots","0",2002,0,"N1P1","0","20","cyperus lupulinus",0.00144300144300144,"KNZ_pplots_0"
"121","KNZ","pplots","0",2002,0,"N1P1","0","20","koeleria pyramidata",0.00432900432900433,"KNZ_pplots_0"
"122","KNZ","pplots","0",2002,0,"N1P1","0","20","triodanis perfoliata",0.00144300144300144,"KNZ_pplots_0"
"123","KNZ","pplots","0",2002,0,"N1P1","0","20","ruellia humilis",0.00721500721500722,"KNZ_pplots_0"
"124","KNZ","pplots","0",2002,0,"N1P1","0","20","poa pratensis",0.0331890331890332,"KNZ_pplots_0"
"125","KNZ","pplots","0",2002,0,"N1P1","0","20","sisyrinchium campestre",0.00288600288600289,"KNZ_pplots_0"
"126","KNZ","pplots","0",2002,0,"N1P1","0","20","carex heliophila",0.0202020202020202,"KNZ_pplots_0"
"127","KNZ","pplots","0",2002,0,"N1P1","0","20","amorpha canescens",0.0793650793650794,"KNZ_pplots_0"
"128","KNZ","pplots","0",2002,0,"N1P1","0","20","dichanthelium oligosanthes",0.0187590187590188,"KNZ_pplots_0"
"129","KNZ","pplots","0",2002,0,"N1P1","0","20","andropogon gerardii",0.411255411255411,"KNZ_pplots_0"
"130","KNZ","pplots","0",2002,0,"N1P1","0","20","sorghastrum nutans",0.151515151515152,"KNZ_pplots_0"
